metrics_path,task,backend,condition,model,model_label,passed,runtime_seconds,event_count,item_count,trace_id,conversation_id,remote_output
results/sales-pivot-analysis/fresh-agent-server-openhands-minimax-m2-5/no-skill/metrics.json,sales-pivot-analysis,agent-server,no-skill,openhands/minimax-m2.5,fresh-agent-server-openhands-minimax-m2-5,True,280.64,65,10,,,/workspace/project/evaluating-skills-tutorial/task_repos/sales_pivot_analysis/output/result.xlsx
results/sales-pivot-analysis/fresh-agent-server-openhands-minimax-m2-5/improved-skill/metrics.json,sales-pivot-analysis,agent-server,improved-skill,openhands/minimax-m2.5,fresh-agent-server-openhands-minimax-m2-5,True,206.18,39,10,,,/workspace/project/evaluating-skills-tutorial/task_repos/sales_pivot_analysis/output/result.xlsx
results/software-dependency-audit/fresh-agent-server-openhands-gemini-3-pro-preview/no-skill/metrics.json,software-dependency-audit,agent-server,no-skill,openhands/gemini-3-pro-preview,fresh-agent-server-openhands-gemini-3-pro-preview,False,401.87,67,14,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-agent-server-openhands-gemini-3-pro-preview/improved-skill/metrics.json,software-dependency-audit,agent-server,improved-skill,openhands/gemini-3-pro-preview,fresh-agent-server-openhands-gemini-3-pro-preview,True,131.67,25,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-agent-server-openhands-gemini-3-pro-preview/no-skill/metrics.json,sec-financial-report,agent-server,no-skill,openhands/gemini-3-pro-preview,fresh-agent-server-openhands-gemini-3-pro-preview,True,129.24,23,11,,,/workspace/project/evaluating-skills-tutorial/task_repos/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-agent-server-openhands-gemini-3-pro-preview/improved-skill/metrics.json,sec-financial-report,agent-server,improved-skill,openhands/gemini-3-pro-preview,fresh-agent-server-openhands-gemini-3-pro-preview,True,77.67,19,11,,,/workspace/project/evaluating-skills-tutorial/task_repos/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-agent-server-openhands-gemini-3-pro-preview/no-skill/metrics.json,sales-pivot-analysis,agent-server,no-skill,openhands/gemini-3-pro-preview,fresh-agent-server-openhands-gemini-3-pro-preview,True,596.96,85,10,,,/workspace/project/evaluating-skills-tutorial/task_repos/sales_pivot_analysis/output/result.xlsx
results/sales-pivot-analysis/fresh-agent-server-openhands-gemini-3-pro-preview/improved-skill/metrics.json,sales-pivot-analysis,agent-server,improved-skill,openhands/gemini-3-pro-preview,fresh-agent-server-openhands-gemini-3-pro-preview,True,350.8,35,10,,,/workspace/project/evaluating-skills-tutorial/task_repos/sales_pivot_analysis/output/result.xlsx
results/software-dependency-audit/fresh-agent-server-openhands-gemini-3-flash-preview/no-skill/metrics.json,software-dependency-audit,agent-server,no-skill,openhands/gemini-3-flash-preview,fresh-agent-server-openhands-gemini-3-flash-preview,False,32.5,29,14,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-agent-server-openhands-gemini-3-flash-preview/improved-skill/metrics.json,software-dependency-audit,agent-server,improved-skill,openhands/gemini-3-flash-preview,fresh-agent-server-openhands-gemini-3-flash-preview,True,88.79,19,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-agent-server-openhands-gemini-3-flash-preview/no-skill/metrics.json,sec-financial-report,agent-server,no-skill,openhands/gemini-3-flash-preview,fresh-agent-server-openhands-gemini-3-flash-preview,True,70.57,21,11,,,/workspace/project/evaluating-skills-tutorial/task_repos/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-agent-server-openhands-gemini-3-flash-preview/improved-skill/metrics.json,sec-financial-report,agent-server,improved-skill,openhands/gemini-3-flash-preview,fresh-agent-server-openhands-gemini-3-flash-preview,True,119.85,25,11,,,/workspace/project/evaluating-skills-tutorial/task_repos/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-agent-server-openhands-gemini-3-flash-preview/no-skill/metrics.json,sales-pivot-analysis,agent-server,no-skill,openhands/gemini-3-flash-preview,fresh-agent-server-openhands-gemini-3-flash-preview,True,262.96,85,10,,,/workspace/project/evaluating-skills-tutorial/task_repos/sales_pivot_analysis/output/result.xlsx
results/sales-pivot-analysis/fresh-agent-server-openhands-gemini-3-flash-preview/improved-skill/metrics.json,sales-pivot-analysis,agent-server,improved-skill,openhands/gemini-3-flash-preview,fresh-agent-server-openhands-gemini-3-flash-preview,True,115.12,39,10,,,/workspace/project/evaluating-skills-tutorial/task_repos/sales_pivot_analysis/output/result.xlsx
results/software-dependency-audit/fresh-agent-server-openhands-kimi-k2-0711-preview/no-skill/metrics.json,software-dependency-audit,agent-server,no-skill,openhands/kimi-k2-0711-preview,fresh-agent-server-openhands-kimi-k2-0711-preview,False,115.37,25,14,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-agent-server-openhands-kimi-k2-0711-preview/improved-skill/metrics.json,software-dependency-audit,agent-server,improved-skill,openhands/kimi-k2-0711-preview,fresh-agent-server-openhands-kimi-k2-0711-preview,True,190.4,33,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-agent-server-openhands-kimi-k2-0711-preview/no-skill/metrics.json,sec-financial-report,agent-server,no-skill,openhands/kimi-k2-0711-preview,fresh-agent-server-openhands-kimi-k2-0711-preview,True,73.18,19,11,,,/workspace/project/evaluating-skills-tutorial/task_repos/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-agent-server-openhands-kimi-k2-0711-preview/improved-skill/metrics.json,sec-financial-report,agent-server,improved-skill,openhands/kimi-k2-0711-preview,fresh-agent-server-openhands-kimi-k2-0711-preview,True,97.62,19,11,,,/workspace/project/evaluating-skills-tutorial/task_repos/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-agent-server-openhands-kimi-k2-0711-preview/no-skill/metrics.json,sales-pivot-analysis,agent-server,no-skill,openhands/kimi-k2-0711-preview,fresh-agent-server-openhands-kimi-k2-0711-preview,False,,,,,,/Users/rajiv.shah/Code/evaluating_skills_tutorial/results/sales-pivot-analysis/fresh-agent-server-openhands-kimi-k2-0711-preview/no-skill/result.xlsx
results/sales-pivot-analysis/fresh-agent-server-openhands-kimi-k2-0711-preview/improved-skill/metrics.json,sales-pivot-analysis,agent-server,improved-skill,openhands/kimi-k2-0711-preview,fresh-agent-server-openhands-kimi-k2-0711-preview,False,,,,,,/Users/rajiv.shah/Code/evaluating_skills_tutorial/results/sales-pivot-analysis/fresh-agent-server-openhands-kimi-k2-0711-preview/improved-skill/result.xlsx
results/software-dependency-audit/fresh-cloud-openhands-claude-sonnet-4-5-20250929/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/claude-sonnet-4-5-20250929,fresh-cloud-openhands-claude-sonnet-4-5-20250929,False,120.1,36,14,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-claude-sonnet-4-5-20250929/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/claude-sonnet-4-5-20250929,fresh-cloud-openhands-claude-sonnet-4-5-20250929,True,63.39,24,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-cloud-openhands-claude-sonnet-4-5-20250929/no-skill/metrics.json,sec-financial-report,cloud,no-skill,openhands/claude-sonnet-4-5-20250929,fresh-cloud-openhands-claude-sonnet-4-5-20250929,True,43.78,21,11,,6392af77d16447d08a934b31b9a80608,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-cloud-openhands-claude-sonnet-4-5-20250929/improved-skill/metrics.json,sec-financial-report,cloud,improved-skill,openhands/claude-sonnet-4-5-20250929,fresh-cloud-openhands-claude-sonnet-4-5-20250929,True,54.83,27,11,,bc0b8423c31845a79006a401e3db0cc8,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-cloud-openhands-claude-sonnet-4-5-20250929/no-skill/metrics.json,sales-pivot-analysis,cloud,no-skill,openhands/claude-sonnet-4-5-20250929,fresh-cloud-openhands-claude-sonnet-4-5-20250929,True,87.49,45,10,,1646d594fa2a47c1aa93b4dccd7ee827,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/sales-pivot-analysis/fresh-cloud-openhands-claude-sonnet-4-5-20250929/improved-skill/metrics.json,sales-pivot-analysis,cloud,improved-skill,openhands/claude-sonnet-4-5-20250929,fresh-cloud-openhands-claude-sonnet-4-5-20250929,False,92.97,46,4,,d89f566732304d388df2456e475aaff5,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/software-dependency-audit/fresh-cloud-openhands-minimax-m2-5/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,False,217.91,36,30,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-minimax-m2-5/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,True,56.54,19,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-cloud-openhands-minimax-m2-5/no-skill/metrics.json,sec-financial-report,cloud,no-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,True,49.61,24,11,,56f3f6958d6a48e982c2f4672df2e269,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-cloud-openhands-minimax-m2-5/improved-skill/metrics.json,sec-financial-report,cloud,improved-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,True,70.53,34,11,,17ca8dd445254e779364bda45aec7bf2,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-cloud-openhands-minimax-m2-5/no-skill/metrics.json,sales-pivot-analysis,cloud,no-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,True,92.78,48,10,,053f384c0fcf4ac3843251b3896e67d3,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/sales-pivot-analysis/fresh-cloud-openhands-minimax-m2-5/improved-skill/metrics.json,sales-pivot-analysis,cloud,improved-skill,openhands/minimax-m2.5,fresh-cloud-openhands-minimax-m2-5,True,136.64,70,10,,65e07811a5e746de881a8ecf885b5332,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-pro-preview/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,False,388.96,59,14,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-pro-preview/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,True,299.95,37,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-cloud-openhands-gemini-3-pro-preview/no-skill/metrics.json,sec-financial-report,cloud,no-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,True,98.15,47,11,,21366ee7881f468ea34181683f22f06e,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-cloud-openhands-gemini-3-pro-preview/improved-skill/metrics.json,sec-financial-report,cloud,improved-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,True,104.23,54,11,,bedad546d2df48ec8f20693eea15567c,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-cloud-openhands-gemini-3-pro-preview/no-skill/metrics.json,sales-pivot-analysis,cloud,no-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,False,317.9,167,4,,ff65624619c3425c8af7368fc8c9e469,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/sales-pivot-analysis/fresh-cloud-openhands-gemini-3-pro-preview/improved-skill/metrics.json,sales-pivot-analysis,cloud,improved-skill,openhands/gemini-3-pro-preview,fresh-cloud-openhands-gemini-3-pro-preview,True,147.43,74,10,,0ec535c7a7844bff978824987e1cdfd3,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-flash-preview/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,False,541.17,125,34,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-gemini-3-flash-preview/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,True,85.3,21,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-cloud-openhands-gemini-3-flash-preview/no-skill/metrics.json,sec-financial-report,cloud,no-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,True,81.8,40,11,,24b6a3e9a09d47d08eb4547b79a1497a,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-cloud-openhands-gemini-3-flash-preview/improved-skill/metrics.json,sec-financial-report,cloud,improved-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,True,27.61,14,11,,39538fe1985141379b6979f8c67cd875,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-cloud-openhands-gemini-3-flash-preview/no-skill/metrics.json,sales-pivot-analysis,cloud,no-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,True,131.48,67,10,,dbf3c4b61c58435dba6b02400d7154ce,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/sales-pivot-analysis/fresh-cloud-openhands-gemini-3-flash-preview/improved-skill/metrics.json,sales-pivot-analysis,cloud,improved-skill,openhands/gemini-3-flash-preview,fresh-cloud-openhands-gemini-3-flash-preview,True,65.47,33,10,,8efb7668053040a1a7eebf51c23d45e4,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
results/software-dependency-audit/fresh-cloud-openhands-kimi-k2-0711-preview/no-skill/metrics.json,software-dependency-audit,cloud,no-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,False,272.98,35,19,,,/workspace/project/output/report.json
results/software-dependency-audit/fresh-cloud-openhands-kimi-k2-0711-preview/improved-skill/metrics.json,software-dependency-audit,cloud,improved-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,True,85.82,19,3,,,/workspace/project/output/report.json
results/sec-financial-report/fresh-cloud-openhands-kimi-k2-0711-preview/no-skill/metrics.json,sec-financial-report,cloud,no-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,True,92.88,46,11,,53d5469e7bf2495cbdb02118782e4de1,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sec-financial-report/fresh-cloud-openhands-kimi-k2-0711-preview/improved-skill/metrics.json,sec-financial-report,cloud,improved-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,True,107.92,49,11,,56b660a80c0c4115bda88b58a4e48b99,/workspace/project/evaluating-skills-tutorial/tasks/sec_financial_report/output/answers.json
results/sales-pivot-analysis/fresh-cloud-openhands-kimi-k2-0711-preview/no-skill/metrics.json,sales-pivot-analysis,cloud,no-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,False,,,,,,/Users/rajiv.shah/Code/evaluating_skills_tutorial/results/sales-pivot-analysis/fresh-cloud-openhands-kimi-k2-0711-preview/no-skill/result.xlsx
results/sales-pivot-analysis/fresh-cloud-openhands-kimi-k2-0711-preview/improved-skill/metrics.json,sales-pivot-analysis,cloud,improved-skill,openhands/kimi-k2-0711-preview,fresh-cloud-openhands-kimi-k2-0711-preview,True,272.46,143,10,,4ee5e4b63d1d403880f5e394f4771569,/workspace/project/evaluating-skills-tutorial/tasks/sales_pivot_analysis/output/result.xlsx
